UMAP1,UMAP2,UMAP3,Cluster
8.645402,3.4364667,7.392639,0
8.606567,3.3902855,7.3428283,0
8.6159115,3.3987737,7.349841,0
8.589782,3.3727114,7.323612,0
8.604183,3.3896248,7.339587,0
8.562062,3.3416042,7.2917647,0
6.692029,3.1392229,9.553177,0
6.6805196,3.1331594,9.531048,0
6.6757607,3.1217713,9.566308,0
6.702072,3.1549354,9.539458,0
6.664146,3.1741443,9.513374,0
6.716618,3.1644113,9.518871,0
6.9755735,6.250893,15.269068,2
6.9620814,6.2652526,15.252676,2
6.933599,6.2926865,15.230577,2
6.9312387,6.2954307,15.224897,2
6.9542723,6.2705293,15.309924,2
6.9848886,6.239958,15.286496,2
6.976625,6.249286,15.299123,2
7.009235,6.21632,15.3068,2
6.9992423,6.2254634,15.270433,2
6.980777,6.2438416,15.282116,2
7.012746,6.2146087,15.256582,2
7.0012727,6.223935,15.273811,2
8.949125,4.385809,9.4860735,0
8.937729,4.4295406,9.465049,0
8.917732,4.3764033,9.450656,0
8.983774,4.4638224,9.4180765,0
8.967549,4.420605,9.46384,0
9.626167,3.7383802,7.717194,0
9.680841,3.7892833,7.757183,0
9.651013,3.7486134,7.719407,0
9.734812,3.8753338,7.845565,0
9.681007,3.7577853,7.733117,0
9.680475,3.773491,7.746413,0
5.8947377,1.0922322,11.007252,0
5.8518844,1.103447,11.043571,0
5.823761,1.1155392,11.069826,0
5.874542,1.105687,11.02025,0
5.883352,1.0734677,11.007086,0
5.8136168,1.1475066,11.082328,0
5.790198,1.1516697,11.099633,0
5.826886,1.1280372,11.067661,0
5.850785,1.0990514,11.041414,0
8.97317,3.9263537,8.298582,0
9.15853,4.3350835,8.4976425,0
9.3254595,4.8793316,9.089577,0
9.246927,4.725105,8.957904,0
9.254141,4.7689962,8.904365,0
9.204692,4.6291504,8.959632,0
9.228465,4.6879277,9.014015,0
9.1359005,4.905988,9.039692,0
9.228559,4.6756024,8.933068,0
9.167061,4.801807,8.989974,0
10.185459,5.43615,10.740827,2
10.142572,5.5657783,10.676877,2
10.114617,5.5813017,10.644075,2
10.136891,5.57004,10.672899,2
10.130674,5.556421,10.675976,2
10.115612,5.536875,10.669367,2
10.128721,5.5953393,10.699571,2
10.151656,5.563162,10.685396,2
9.093186,4.100217,8.247183,0
9.309318,4.7100806,8.661161,0
9.044206,4.0416956,8.229977,0
9.044109,4.056466,8.295949,0
9.096409,4.219602,8.393367,0
9.089319,4.094902,8.221524,0
9.039664,4.0609183,8.300031,0
9.122901,4.0688105,8.212521,0
8.710455,5.0031824,6.9490094,0
8.707208,5.0094147,6.9428315,0
8.678971,5.0344872,6.9724345,0
8.681185,5.03016,6.932121,0
8.75732,4.9545097,6.8699903,0
8.6909075,5.02506,6.9610925,0
8.693033,5.0122957,6.9411173,0
9.8925085,4.7556396,10.100378,0
9.901679,4.732452,10.114512,0
9.926139,4.751134,10.1333685,0
9.933803,4.7338467,10.140522,0
8.709542,3.5435324,9.0531645,0
8.745691,3.5899334,9.044418,0
8.725806,3.5795135,9.067626,0
8.708703,3.5371156,9.068132,0
8.7147665,3.518657,9.070009,0
8.697328,3.5303123,9.048804,0
8.351708,3.7425966,11.462179,0
8.32088,3.7011602,11.500481,0
8.4235935,3.7140784,11.309745,0
8.321939,3.707564,11.497398,0
9.021059,4.599589,9.852934,0
8.465411,3.723906,11.246837,0
8.34642,3.7282312,11.479629,0
8.399239,3.7116718,11.355366,0
8.315645,3.7221105,11.512899,0
8.431553,3.6746755,11.323195,0
8.340644,3.7190864,11.45909,0
8.402238,3.7058158,11.353996,0
8.315908,3.6998224,11.516833,0
8.369463,3.6691716,11.396364,0
9.247612,4.5221686,9.175188,0
9.17159,4.6519117,9.257838,0
9.206323,4.4901953,9.201916,0
8.453655,4.6277823,10.816039,0
8.436504,4.6471186,10.780979,0
8.460922,4.65,10.761654,0
8.428815,4.6389747,10.843297,0
8.402884,4.685193,10.821804,0
8.368749,4.6882925,10.836651,0
8.345303,4.733465,10.798773,0
8.383697,4.712186,10.803802,0
8.755508,4.871932,10.321121,0
8.881505,5.0289464,10.119495,0
8.771458,4.8906636,10.324652,0
8.758287,4.8813148,10.282047,0
8.736036,4.8265724,10.259689,0
8.72578,4.861625,10.275677,0
12.41292,5.2796793,10.062742,2
12.192434,5.10542,9.928052,2
12.0555935,5.106349,9.89897,2
7.8953614,5.1407266,9.048519,0
8.138923,4.8212466,8.824478,0
7.8074965,5.127329,9.012993,0
8.103919,4.82723,8.8415985,0
7.8309727,5.1367784,9.024338,0
8.091337,4.818977,8.833485,0
7.902106,5.1752553,9.065722,0
8.328646,4.883544,8.95883,0
7.8774405,5.1312895,9.043362,0
7.804904,5.113326,9.006422,0
7.7558646,5.0892377,8.95781,0
8.065706,4.7997994,8.814104,0
9.759061,6.323508,9.397911,0
9.791985,6.354046,9.435291,0
9.798912,6.591234,9.441077,0
9.82162,6.6213336,9.452417,0
9.818042,6.6771636,9.506433,0
9.820688,6.6226735,9.452504,0
9.791489,6.559812,9.440558,0
9.916697,6.7140837,9.56256,0
9.7466345,6.458861,9.339057,0
9.801689,6.5686097,9.409443,0
9.807286,6.595325,9.428203,0
9.798979,6.5444417,9.391249,0
9.719165,4.4012427,9.432174,0
9.6456585,4.4122667,9.339102,0
9.729539,4.3796563,9.374222,0
9.800447,4.4336653,9.51799,0
9.848298,4.3928347,9.488275,0
9.857339,4.3755445,9.481451,0
9.160801,4.4975376,8.838544,0
8.861562,4.55391,8.868325,0
12.3831415,5.0768523,9.962132,2
12.395786,5.138609,9.97426,2
12.6402645,5.2769327,10.0579815,2
12.373254,5.0925646,9.967238,2
12.703495,5.2337465,10.085019,2
12.42382,5.1499333,9.992067,2
12.713168,5.240853,10.063439,2
12.7427635,5.210895,10.0876045,2
12.41671,5.067879,9.987395,2
12.3927965,5.117841,10.014559,2
12.3811455,5.125783,9.963377,2
12.735599,5.2146306,10.0842705,2
12.682933,5.2331815,10.070096,2
12.711793,5.23891,10.073589,2
8.599205,5.410083,8.640107,0
8.717054,5.424532,8.663965,0
8.611511,5.4291553,8.594259,0
8.475001,5.087266,8.536422,0
8.425336,5.100437,8.5572405,0
8.438696,5.093734,8.570737,0
8.422719,5.079378,8.553172,0
8.523547,5.366761,8.606082,0
9.450943,4.900365,10.058498,0
9.43894,4.9453583,10.050989,0
9.345494,4.7483096,9.981506,0
9.437223,4.826679,10.037438,0
9.2882595,5.027433,9.656496,0
9.4349,5.0000153,9.893664,0
9.3713255,5.0916224,9.710442,0
9.276132,4.69752,10.010206,0
9.353599,6.343894,7.768881,0
9.373041,6.3877745,7.7446566,0
9.355551,6.3645434,7.755377,0
9.220819,6.1543655,7.8747454,0
9.207906,6.2620955,7.7595067,0
9.185311,6.1397324,7.8723564,0
9.229097,6.3351583,7.684137,0
9.233828,6.313058,7.7222075,0
9.279907,6.343756,7.7403255,0
9.283866,6.3776093,7.6896443,0
9.365242,6.4157615,7.7095995,0
9.204833,6.2940316,7.773368,0
9.257162,6.3330483,7.706358,0
8.7428465,3.825098,10.933971,0
8.762439,3.8457167,10.916847,0
8.56087,3.7138076,10.995347,0
8.598392,3.821883,10.908713,0
8.552682,3.7645419,10.894115,0
8.788532,3.857279,10.89337,0
8.738338,3.8317862,10.935759,0
8.526059,3.7455862,10.968308,0
8.548916,3.779052,10.889385,0
8.833283,3.845783,10.8441725,0
8.865141,3.953191,10.840462,0
8.725131,3.9254258,11.001157,0
8.672104,3.8935843,10.930094,0
8.7004595,3.9155178,10.895085,0
8.749251,3.9672313,10.976119,0
8.706334,3.925175,10.871534,0
9.75747,4.1740026,10.141966,0
9.747493,4.1767473,10.149063,0
9.763152,4.174903,10.143627,0
9.447442,5.1103706,10.039041,0
9.52641,5.1272664,10.068793,0
9.505395,5.1387877,10.070308,0
9.4978485,5.144739,10.116546,0
8.543878,5.3975086,9.802398,0
8.458364,5.491628,10.001442,0
8.402956,5.4527583,9.964099,0
8.355881,5.3928666,9.932801,0
8.396768,5.4248514,9.94523,0
10.205095,5.487538,9.620112,0
10.204949,5.4752865,9.6080885,0
10.197692,5.4695935,9.597035,0
6.8942394,4.986382,10.063335,0
6.872229,4.970015,10.085047,0
6.889751,4.992968,10.063199,0
6.8711734,4.965951,10.086045,0
6.9601436,5.0167418,10.03321,0
6.982983,5.0389676,9.998165,0
6.886011,4.9866147,10.064246,0
6.876827,4.978629,10.069968,0
8.251105,8.234401,7.0877595,0
8.176488,8.31324,7.1518416,0
9.526032,4.9825044,9.461906,0
9.513633,4.9914083,9.4903555,0
9.452905,5.1089664,9.420827,0
9.268415,5.08946,9.7433,0
9.376694,4.9914827,9.141033,0
9.36704,5.120047,9.35308,0
9.269546,5.2194514,9.736362,0
9.096555,4.7884474,9.200352,0
9.162202,4.67625,9.124873,0
9.301443,5.384403,9.506944,0
8.5517435,7.114004,9.449231,0
8.293079,5.1569324,9.296474,0
8.301089,5.1317215,9.263532,0
8.276763,5.155625,9.340379,0
8.251352,5.121724,9.275985,0
9.400912,4.9367967,9.130129,0
9.275255,5.028748,9.210216,0
9.414397,4.9161854,9.142385,0
9.380604,4.971386,9.096509,0
8.645784,4.620048,9.790373,0
8.637695,4.7291007,9.741649,0
8.646507,4.624724,9.722502,0
8.548363,7.1122255,9.452345,0
8.575349,7.069836,9.429877,0
8.54787,7.06993,9.423813,0
9.118428,5.0486245,9.554517,0
8.963898,5.4341483,8.906202,0
9.083643,5.2930365,8.70034,0
8.998839,5.3527117,8.768142,0
8.966012,5.3889685,8.798664,0
9.061665,5.463799,9.315159,0
9.133521,5.6088033,9.642425,0
8.997013,4.5094147,9.594854,0
8.975377,4.5097466,9.653811,0
9.025683,4.6550694,9.56181,0
9.071581,5.2887573,9.483281,0
9.193495,4.7969775,9.126181,0
9.07777,4.665359,9.235897,0
9.192535,5.083495,9.209621,0
8.866051,4.7987323,9.00723,0
8.898394,4.778506,9.022241,0
8.937658,4.795316,9.021101,0
8.841952,4.7858233,8.999922,0
8.57273,5.0013046,9.871751,0
8.6906805,4.938933,9.865678,0
9.009073,4.98109,9.822748,0
9.1852865,4.8930845,9.665362,0
9.220935,4.971212,9.785842,0
9.044043,4.928224,9.6380415,0
8.782,5.0534825,9.170785,0
8.71114,5.122757,9.291443,0
8.661808,4.86453,8.980866,0
8.657191,4.8401246,8.983465,0
8.628945,4.810316,8.969093,0
9.176107,5.0418305,9.687962,0
9.325645,5.0781274,9.58434,0
9.036486,5.3334184,9.262219,0
9.008129,4.8985534,9.382017,0
8.599512,5.0615506,9.511396,0
8.505406,4.9324713,9.405197,0
8.484968,4.964141,9.423647,0
9.143885,5.015807,9.388506,0
8.510374,5.1515064,9.418968,0
8.536799,4.957131,9.350564,0
8.987497,4.988644,9.440939,0
8.699244,5.0356016,9.289207,0
9.122494,4.8090672,9.518933,0
9.168982,4.943961,9.524391,0
8.853611,4.868626,9.352008,0
8.803993,4.920958,9.248545,0
8.965544,4.968415,9.324381,0
9.345026,5.1446986,9.43798,0
9.327431,5.1242585,9.517054,0
9.283419,5.0809236,9.457601,0
8.888068,4.9548492,9.406889,0
8.965643,5.1737733,9.871668,0
9.184775,5.208933,9.711448,0
8.995426,5.131576,9.58491,0
8.804637,5.1103535,8.921477,0
8.79243,5.1344905,8.893815,0
8.746629,5.15321,8.893757,0
8.780852,5.115057,8.893733,0
9.078914,5.1647754,9.711433,0
8.891545,4.943578,9.699956,0
9.104902,5.1489205,9.251071,0
9.011441,5.1010127,9.356768,0
9.173195,4.835363,9.406971,0
8.825325,5.042202,9.605354,0
8.563517,5.418345,8.991263,0
8.486493,5.4777756,9.089986,0
8.532495,5.377302,9.012086,0
8.985604,4.781286,9.3318815,0
8.862493,5.054412,9.427462,0
8.987074,5.321106,9.387142,0
9.012033,5.0438976,9.828978,0
8.953935,5.224077,9.646446,0
8.996567,5.194719,9.659308,0
9.001297,5.154065,9.392258,0
8.867869,5.1405315,9.701107,0
9.090587,5.2379313,9.245795,0
9.122589,5.285532,9.117354,0
9.081567,5.333917,9.150123,0
9.524839,5.434849,9.407136,0
8.840807,5.0418577,9.771619,0
9.024239,5.151558,9.685333,0
8.703808,5.357838,9.307799,0
8.811533,5.171699,9.609314,0
8.738481,5.0204563,9.621692,0
8.899518,5.2860627,9.803389,0
8.895953,5.3467627,9.739737,0
8.7381935,5.123691,9.711092,0
8.948401,5.2313814,9.498005,0
8.642989,5.4618816,9.760877,0
8.661448,5.317486,9.662494,0
8.891034,5.317879,9.552977,0
8.745367,5.2079706,9.590268,0
8.850671,5.2500353,9.635464,0
8.67666,5.3419747,9.78456,0
8.847365,5.394049,9.859755,0
8.983848,5.328082,9.797531,0
8.781724,5.265204,9.544812,0
8.577387,5.289322,9.4332285,0
6.176428,5.762076,9.18136,0
6.1831603,5.769588,9.171893,0
6.2403355,5.7358775,9.211654,0
6.1906295,5.7604947,9.176583,0
6.1905737,5.729359,9.230236,0
6.2133384,5.720472,9.191132,0
6.213592,5.7537985,9.183831,0
6.200332,5.764661,9.173738,0
9.548353,4.181372,-1.8716605,0
9.535819,4.168873,-1.8589351,0
9.543652,4.176665,-1.8671458,0
9.517227,4.150235,-1.8406492,0
9.543474,4.17647,-1.8670156,0
9.583809,4.216792,-1.9075848,0
9.535692,4.168654,-1.8595093,0
9.536445,4.1694207,-1.8602123,0
9.535465,4.1684494,-1.8591069,0
9.525412,4.159095,-1.842959,0
8.984095,3.9506147,8.274397,0
9.117959,4.6214375,8.713084,0
9.017289,4.0415325,8.253362,0
9.266477,4.409427,8.558623,0
9.012345,4.1443343,8.340455,0
8.931926,4.182388,8.287981,0
8.924742,4.203187,8.434879,0
8.97896,3.971984,8.222351,0
8.957808,4.064761,8.40018,0
8.960059,4.075348,8.301565,0
8.883017,4.1392064,8.442841,0
8.657801,5.451565,9.551919,0
8.635525,5.4628754,9.490615,0
9.625416,5.24875,10.100837,0
9.615261,5.226846,10.153418,0
8.994523,4.9821315,10.2349,0
9.023119,5.0974154,10.241108,0
-2.14033,11.284782,11.023204,1
-2.1398911,11.2843485,11.023608,1
-10.094942,-4.401046,14.198932,1
-10.08168,-4.3877735,14.212211,1
-10.099046,-4.4051228,14.194883,1
-2.1678882,11.31233,10.995694,1
-2.1169047,11.261388,11.046552,1
-10.102289,-4.4083676,14.191635,1
-2.1032672,11.247783,11.060079,1
-10.101178,-4.4072795,14.192699,1
-2.100737,11.245244,11.062667,1
-10.039656,-4.345761,14.254212,1
-2.1425521,11.286969,11.021096,1
-2.128885,11.273324,11.034669,1
-2.1143677,11.258848,11.049074,1
-10.108073,-4.4141426,14.18587,1
-10.108715,-4.414781,14.185237,1
-10.125956,-4.432086,14.167894,1
-10.137789,-4.443851,14.156172,1
-10.101776,-4.407844,14.192171,1
-2.1433113,11.287699,11.020377,1
-2.1407075,11.285092,11.02302,1
12.392144,5.4402833,9.97052,2
12.414022,5.4486065,9.975501,2
12.439546,5.440066,9.986237,2
12.482423,5.4988003,9.937931,2
12.436533,5.4416227,9.919004,2
12.378892,5.4627757,9.933937,2
12.484335,5.4783845,10.012854,2
12.483397,5.490422,9.987978,2
12.507331,5.4695992,10.012539,2
12.533923,5.4890842,9.979781,2
12.538915,5.488806,9.978503,2
12.564525,5.499018,9.983356,2
12.248041,5.480946,9.894429,2
12.551814,5.5438237,9.990786,2
9.058817,4.511936,16.097149,2
9.056779,4.5101376,16.099993,2
9.056212,4.5097947,16.10013,2
9.094491,4.5472946,16.064548,2
9.060209,4.513343,16.099632,2
9.024374,4.4782643,16.12913,2
9.058058,4.511294,16.096224,2
9.026838,4.479688,16.130884,2
9.032909,4.4846597,16.123384,2
8.996673,4.449607,16.162188,2
15.911106,4.932315,14.421158,2
15.906919,4.9012184,14.391593,2
15.93056,4.8999124,14.391511,2
15.883625,4.938686,14.428818,2
15.943489,4.9566083,14.443724,2
15.89266,4.8966107,14.386616,2
15.9191265,4.901924,14.384789,2
15.932754,4.906793,14.394299,2
15.90541,4.9239163,14.414736,2
15.919135,4.9117966,14.403234,2
15.9176035,4.9139414,14.405234,2
10.338337,5.28925,11.00472,2
10.371881,5.253308,11.043112,2
10.34609,5.2633033,11.019287,2
10.383017,5.233168,11.061834,2
10.348081,5.280636,11.06148,2
10.362118,5.2450256,11.043184,2
9.731906,7.179563,9.452191,0
9.701666,7.1919603,9.477725,0
9.72304,7.187923,9.446538,0
9.805892,7.133727,9.369497,0
9.7589,7.1741843,9.426306,0
9.667977,7.2278028,9.515441,0
9.698174,7.204461,9.490835,0
9.712018,7.239787,9.464636,0
9.713531,7.266613,9.478922,0
9.648882,7.227577,9.532271,0
9.681012,7.2081943,9.50201,0
12.097995,7.439694,7.678492,0
12.032741,7.3503695,7.7841325,0
12.106155,7.3962073,7.695616,0
11.881609,7.277147,7.7375436,0
12.118361,7.419555,7.6703057,0
11.9325075,7.255576,7.777754,0
12.0539,7.374561,7.770035,0
12.0032425,7.3270726,7.8090243,0
11.957268,7.3247623,7.8141966,0
12.1383095,7.441427,7.656899,0
12.104464,7.406304,7.692611,0
12.17659,7.471967,7.6238594,0
12.0152855,7.3410378,7.7961535,0
12.154958,7.460799,7.642645,0
12.005438,7.3258686,7.820029,0
12.091462,7.4005866,7.7000284,0
12.048757,7.3653126,7.7689023,0
12.144334,7.4401975,7.6315994,0
12.098048,7.414944,7.79971,0
12.162423,7.454871,7.6563487,0
8.888648,5.484222,9.619933,0
8.768549,5.468661,9.6171875,0
10.152396,5.6671267,9.2323475,0
10.289419,5.6001077,9.2582245,0
10.267774,5.0420976,9.698821,0
10.30186,5.5423393,9.268738,0
10.388165,5.4273553,9.323035,0
10.594478,4.9244494,9.135177,0
8.931143,5.5383224,9.442766,0
9.775279,5.4389734,9.576945,0
10.216349,5.6999044,9.274184,0
10.265745,4.982785,9.699042,0
10.30093,5.0169406,9.728791,0
10.277463,5.0063915,9.77559,0
10.080931,5.1176877,9.761427,0
10.844779,4.1587887,9.199059,0
9.80613,4.7920127,9.603584,0
10.754793,4.341681,9.226366,0
8.884825,5.223904,9.895841,0
10.918525,4.1738443,9.188073,0
10.877367,4.1688385,9.209923,0
10.832109,4.2059283,9.276745,0
10.786272,4.2263703,9.26899,0
10.975369,4.1198764,9.140461,0
10.885502,4.1736116,9.225972,0
10.954998,4.098835,9.1569605,0
11.007173,4.052269,9.10939,0
9.376076,5.5099106,9.683576,0
9.37781,4.9015594,10.067381,0
11.099106,3.9625204,9.040578,0
11.120996,3.9778736,9.053394,0
11.081398,4.0022655,9.067208,0
11.129992,3.9732714,9.0428705,0
11.151821,4.0025744,9.07467,0
11.096631,4.026545,9.096572,0
11.13121,4.006533,9.075096,0
11.19916,3.9641342,9.038498,0
11.131423,3.922399,8.997809,0
11.184142,3.9477708,9.024336,0
10.69246,5.0857263,8.472839,0
10.773607,5.04281,8.414929,0
10.731502,5.054578,8.449258,0
10.772558,5.0491548,8.411598,0
10.553469,5.0999484,8.5970745,0
9.596461,5.8570957,10.196124,0
9.611565,5.8784184,10.249733,0
9.609738,5.8950386,10.236872,0
9.590895,5.9117923,10.218258,0
9.084077,5.5816026,10.03597,0
9.018677,5.559969,10.007758,0
12.633808,8.486902,10.716628,2
12.654914,8.504663,10.701644,2
12.662635,8.516377,10.701385,2
12.694776,8.547882,10.669194,2
12.680585,8.534365,10.681898,2
12.662255,8.515973,10.700354,2
12.625236,8.451531,10.722208,2
12.661083,8.515309,10.700308,2
12.660045,8.514508,10.702225,2
10.132454,4.5699787,8.079874,0
10.1018915,4.563701,8.085737,0
10.123497,4.574102,8.068823,0
10.080262,4.5360055,8.138386,0
8.493859,5.675243,11.686401,2
8.501097,5.6719627,11.680388,2
8.485575,5.694533,11.680207,2
8.458477,5.713663,11.734361,2
8.461313,5.7226286,11.743272,2
8.460668,5.7264886,11.742237,2
8.448492,5.7387805,11.749859,2
8.437565,5.7555184,11.771288,2
8.459793,5.7214103,11.736957,2
8.513175,5.7435513,11.65804,2
8.466829,5.733947,11.776486,2
8.425116,5.7446003,11.763065,2
7.638987,6.596273,7.513479,0
7.646946,6.580931,7.5194473,0
7.6186543,6.597462,7.4951353,0
7.7220297,6.6411514,7.5898805,0
7.649642,6.592576,7.525096,0
7.6408334,6.580061,7.520274,0
7.6281238,6.568889,7.510231,0
7.6387076,6.5701027,7.5162544,0
7.6495633,6.5743594,7.5314984,0
8.690706,5.7781787,9.478823,0
8.645665,6.1794133,9.450303,0
8.685149,6.214816,9.521789,0
8.594114,6.2158995,9.385626,0
8.754132,6.245972,9.681445,0
8.55296,6.3594227,9.311596,0
8.671869,5.949937,9.519832,0
8.620636,5.9400725,9.5257015,0
8.537541,6.247143,9.373095,0
8.517919,6.3465176,9.304448,0
8.743592,6.1991663,9.6838045,0
8.589147,5.904868,9.521687,0
8.765144,5.686717,9.160797,0
13.333375,5.632979,14.006618,2
13.337495,5.6332974,14.010999,2
13.334613,5.6348605,14.008258,2
13.375878,5.5928774,14.049288,2
13.320451,5.646489,13.993032,2
13.321127,5.645327,13.99385,2
13.298157,5.6552777,13.969435,2
13.299578,5.6646,13.972245,2
13.289486,5.622039,13.962397,2
13.325843,5.6712875,13.998555,2
13.319081,5.64935,13.9927435,2
9.331578,4.7778616,7.6635995,0
9.362414,4.757989,7.6296034,0
9.37651,5.06184,8.282116,0
9.379549,5.105469,8.191762,0
9.36773,4.754506,7.616492,0
9.382336,4.74553,7.6132855,0
9.349962,4.762499,7.627476,0
8.228884,6.34485,10.225635,0
8.140982,6.454728,10.306495,0
8.166466,6.421786,10.287595,0
8.169261,6.4279027,10.2876625,0
8.146338,6.4492836,10.308989,0
8.149115,6.48606,10.301249,0
8.120781,6.4807577,10.323751,0
8.093818,6.495974,10.350653,0
8.118432,6.505507,10.330493,0
8.081804,6.5166802,10.370711,0
8.782306,4.553743,8.832483,0
9.071574,4.470524,8.853166,0
9.046891,5.892399,8.696773,0
9.067632,5.831569,8.71414,0
8.811913,4.5918746,8.099714,0
8.830218,4.512267,8.063605,0
8.823175,4.512477,8.068586,0
8.023433,6.5235815,9.239389,0
8.006719,6.5427136,9.231219,0
8.015819,6.521025,9.228989,0
7.9761453,6.53238,9.241384,0
8.017331,6.514165,9.246389,0
7.9107304,6.608457,9.188504,0
7.902026,6.6300106,9.204145,0
7.9325876,6.590159,9.1774845,0
8.435156,4.670172,8.467953,0
8.389584,4.665383,8.471484,0
8.403127,4.690685,8.470291,0
8.909696,6.04027,10.3175335,0
8.900357,6.0420403,10.240877,0
8.566559,5.808738,9.197778,0
8.579833,5.784785,9.203712,0
