UMAP1,UMAP2,UMAP3,Cluster
8.900202,6.07615,10.331159,0
8.891253,6.055383,10.290011,0
7.8521442,3.4916203,9.476385,0
7.8528895,3.48488,9.473411,0
7.852495,3.507106,9.489017,0
7.8498273,3.4759705,9.480305,0
8.762881,5.82232,9.653245,0
8.683172,5.5847163,8.367013,0
8.681916,5.5869746,8.38678,0
8.683366,5.586253,8.342294,0
9.201533,6.290162,5.739084,0
9.223887,6.3082757,5.788935,0
9.193202,6.2766633,5.7502623,0
9.213805,6.245447,5.7769976,0
9.191722,6.271426,5.752002,0
9.176386,6.2504106,5.7749543,0
9.212339,6.2688723,5.743702,0
9.19203,6.2717843,5.751999,0
11.111492,6.0123587,12.242036,2
8.815214,4.8944044,8.432793,0
8.778732,4.915837,8.464522,0
11.1072445,5.9949846,12.247617,2
11.083307,5.9875765,12.212617,2
11.114071,6.008747,12.24497,2
11.112953,6.0044107,12.241617,2
11.127848,6.0177455,12.25733,2
11.123335,6.013876,12.256333,2
9.082816,6.8145914,10.356698,0
12.4986515,6.786138,9.309072,2
9.011749,6.9074726,10.444467,0
12.495639,6.7049775,9.1893425,2
12.580679,2.426948,9.869063,2
12.561693,2.4455972,9.861561,2
12.541143,2.4678795,9.839089,2
12.466095,2.5418828,9.748846,2
12.556524,2.4507978,9.846089,2
12.562654,2.4453483,9.846164,2
9.205336,5.344006,8.86316,0
12.585264,2.4107542,9.890348,2
12.527292,2.4789867,9.828184,2
12.540156,2.4663146,9.829904,2
12.585204,2.4215024,9.883023,2
12.521602,2.4860704,9.807629,2
12.586445,2.4275787,9.799335,2
12.601675,2.4055848,9.882153,2
12.563887,2.4401262,9.84492,2
9.504185,5.215759,8.756922,0
12.597528,2.4059434,9.88996,2
12.550357,2.4568012,9.840026,2
12.575299,2.419934,9.89817,2
12.587787,2.4154146,9.881189,2
12.442059,2.5640755,9.800845,2
8.515421,4.7933497,7.92118,0
8.520167,4.800708,7.927011,0
8.523548,4.7883344,7.9238715,0
11.731304,3.9453068,11.175088,2
11.710148,3.9652727,11.151211,2
11.722773,3.952832,11.164256,2
11.701619,3.972828,11.14539,2
11.735118,3.942844,11.178219,2
11.714943,3.962803,11.167909,2
11.730418,3.945914,11.175447,2
9.476357,5.6044755,11.310916,2
9.540419,5.6666512,11.361075,2
9.449786,5.692918,11.2339,2
9.433038,5.7086906,11.188581,2
9.370712,5.6824765,11.155976,2
9.464388,5.6801405,11.174455,2
9.433849,5.727178,11.066251,2
9.309925,5.697512,10.996932,2
9.508755,5.6490707,11.319609,2
9.471403,5.597854,11.200023,2
9.427131,5.6279693,11.188095,2
9.516755,5.66277,11.333948,2
9.4969225,5.6280737,11.294895,2
9.350561,5.6907673,11.060723,2
9.488649,5.656482,11.317451,2
9.486035,5.684418,11.273207,2
8.252182,8.167514,7.4154625,0
8.322868,8.144398,7.443087,0
8.25972,8.1882715,7.399513,0
8.333156,8.1486225,7.4403663,0
8.121269,8.398613,7.130585,0
8.11785,8.408615,7.1030774,0
8.133635,8.372665,7.224122,0
8.179753,8.326238,7.1866803,0
8.238545,8.294589,7.069344,0
8.187488,8.326854,7.105189,0
8.263885,8.177406,7.3962483,0
8.146407,8.36355,7.151492,0
8.18126,8.330355,7.133517,0
8.307679,8.205239,7.420673,0
8.331816,8.132037,7.4703307,0
8.20856,8.258719,7.2958765,0
8.266966,8.180664,7.3967123,0
8.122588,8.369779,7.2264986,0
8.171857,8.34109,7.1409135,0
8.159265,8.388769,7.099835,0
8.082409,8.436492,7.0794725,0
8.818938,6.01686,8.661508,0
8.831198,5.965788,8.628494,0
8.965019,5.9639215,8.439844,0
8.805294,5.8709893,9.416191,0
8.791813,5.896892,9.312287,0
8.980249,5.9293466,8.379947,0
9.395004,5.980879,9.837301,0
9.421996,6.0386696,9.855859,0
9.390493,6.010663,9.978204,0
9.25548,6.0462127,9.7943735,0
8.957585,5.775932,9.984716,0
8.735851,5.1477094,8.5164,0
8.827449,5.198488,8.4855,0
10.614727,3.0466154,10.987803,2
10.604526,3.0612571,10.976126,2
10.614083,3.0514705,10.985215,2
10.612336,3.052868,10.985873,2
10.623639,3.040255,10.994816,2
8.989993,5.9736524,9.875819,0
9.835211,5.8090653,8.561244,0
9.393661,5.5072565,9.640321,0
8.546182,7.105357,9.451975,0
8.523576,7.0905585,9.490101,0
9.768757,5.859123,8.540392,0
8.539365,7.1102214,9.465884,0
9.47946,5.65594,9.778462,0
9.374684,5.6947007,9.794145,0
9.911497,5.4846544,8.393487,0
9.908462,5.520142,8.270839,0
9.944949,5.5337934,8.26704,0
9.936452,5.5109167,8.357123,0
9.0834,5.810273,9.524221,0
9.173386,6.1631246,9.397135,0
9.956976,5.455477,8.419484,0
9.35826,5.777895,9.831105,0
8.85681,5.628985,8.685731,0
8.815515,5.6644864,8.68692,0
8.74016,5.5715737,9.1709795,0
9.121301,5.7521615,9.6918545,0
9.183955,6.040462,9.368026,0
10.485807,5.986563,9.043698,0
10.455933,6.0260963,8.992716,0
10.462312,6.0190225,8.984457,0
8.888077,5.666,9.612505,0
10.42503,6.0497823,8.941503,0
8.899028,5.9717937,9.833659,0
9.209639,6.151578,9.318583,0
9.217977,5.6262574,8.489865,0
9.2901945,5.690132,8.435339,0
9.2253,5.661251,8.4147215,0
9.136971,5.9408813,9.780059,0
8.948708,5.467134,8.769997,0
8.905629,5.472001,8.719355,0
8.862746,5.5985084,8.878984,0
8.8821745,5.642363,8.956673,0
9.021571,5.001429,8.147306,0
8.974435,4.998411,8.171378,0
9.018319,5.053035,8.1434765,0
8.974696,5.0071983,8.152261,0
9.054291,5.574289,10.286757,0
10.025249,4.994548,10.691673,2
10.023773,5.008353,10.6915655,2
8.84004,5.8537245,9.874097,0
9.052619,5.569798,10.326201,0
9.047111,5.570668,10.304809,0
10.017713,4.992811,10.68248,2
10.02694,4.9858603,10.697043,2
9.001468,6.026527,9.791774,0
9.386378,5.36007,8.173372,0
9.385989,5.3718038,8.121361,0
9.39669,5.3777037,8.133164,0
8.769981,5.8970637,9.468066,0
8.66434,5.7733126,9.492867,0
9.077812,5.9697456,9.532034,0
9.154777,5.844191,9.838725,0
9.282475,5.9733715,8.945133,0
9.243055,6.0002685,8.95072,0
9.225011,5.924346,9.390444,0
10.122549,5.8698635,9.718741,0
10.105161,5.8898463,9.732741,0
10.038565,5.915929,9.770691,0
10.081424,5.9214616,9.774174,0
10.112114,5.8825865,9.727882,0
10.073331,5.945371,9.814138,0
9.118333,5.6798444,9.79142,0
9.178254,6.0483704,8.955866,0
9.209984,6.0603795,8.933309,0
9.003102,6.052307,9.232214,0
10.104921,4.9501834,8.493774,0
10.075968,4.9592776,8.537212,0
10.061102,4.919833,8.514596,0
10.031901,4.979181,8.463131,0
10.0743265,4.9445677,8.531406,0
9.513684,5.7576327,8.566139,0
9.734445,4.4167914,8.322601,0
9.76392,4.3730145,8.321197,0
9.406985,5.656791,9.453711,0
9.755775,4.4130483,8.295442,0
9.511863,5.660326,9.549734,0
9.513317,5.7709765,8.590353,0
9.11653,5.797471,9.088954,0
9.110657,5.7597904,9.203589,0
9.750789,5.8345857,9.059707,0
10.087446,5.712806,8.942186,0
10.0914135,5.702852,8.951605,0
10.090129,5.683125,8.920105,0
9.437597,5.98811,9.362239,0
9.434112,5.997399,9.466054,0
9.114464,5.873325,9.2999935,0
10.128766,3.9720407,9.649634,0
10.1506815,3.9370484,9.616309,0
10.1273,3.976279,9.639814,0
9.207065,5.8504667,9.421735,0
9.124646,5.7837305,9.505205,0
9.378054,5.750398,9.117159,0
9.738254,4.55659,8.338567,0
9.785876,5.7054553,8.966039,0
9.409335,5.909907,9.227526,0
10.054613,5.2003584,9.159322,0
10.187733,5.265318,9.057424,0
10.336137,5.256541,8.967323,0
10.306894,5.316876,8.889869,0
10.307451,5.2942314,8.94738,0
9.721082,5.6285825,9.020476,0
9.530537,5.832235,8.985901,0
9.06713,5.741901,9.067034,0
9.148941,5.929107,9.040287,0
9.605109,5.636809,9.045178,0
9.406812,5.8364677,9.512457,0
8.800293,5.4699097,7.5130424,0
8.900259,5.5260477,7.763077,0
8.797495,5.463794,7.5483055,0
8.800071,5.4615574,7.518473,0
8.895597,5.5253696,7.757131,0
8.800367,5.4709496,7.5318303,0
8.8062315,5.4851313,7.547946,0
8.890179,5.475491,7.8486285,0
8.792076,5.464542,7.5231185,0
9.310649,5.1653333,8.570424,0
9.2384615,5.2028437,8.645066,0
9.658228,5.4643044,9.134306,0
9.66685,5.4959755,9.198673,0
9.593421,5.7637186,9.017552,0
9.1809225,5.752496,9.088449,0
9.232366,5.9022717,9.338136,0
9.503144,5.7712226,9.370575,0
9.102401,5.2259264,8.569334,0
9.195473,4.711107,8.38263,0
9.170204,4.6881695,8.354626,0
6.076137,0.9288292,10.858515,0
6.0900774,0.9150246,10.846324,0
6.0544267,0.8825827,10.8678,0
6.062298,0.93713534,10.8684025,0
6.0867815,0.9039518,10.842415,0
6.0817513,0.9219947,10.852184,0
6.066303,0.92617065,10.86252,0
6.0862703,0.90975875,10.844861,0
6.0720344,0.91752106,10.857305,0
9.514052,5.6974716,8.991461,0
9.234531,5.5732117,8.862943,0
9.424571,6.285573,7.8868437,0
9.413274,6.1982803,8.0157585,0
9.4211,6.2975945,7.899025,0
9.389613,6.1459026,8.054114,0
9.5291605,6.3176327,7.922319,0
9.47273,6.2208986,7.9812994,0
9.919267,4.155926,8.920654,0
9.9136,3.6031556,9.09347,0
9.985575,3.6903934,9.040821,0
9.873778,3.5727491,9.124145,0
9.182544,3.0830066,9.831933,0
9.216941,3.1117892,9.801321,0
9.119973,3.02425,9.868418,0
9.115392,3.0510693,9.864103,0
9.145252,3.0205595,9.856935,0
9.191069,3.0687425,9.8292265,0
9.119942,3.0103784,9.875764,0
9.205234,3.076647,9.8223295,0
9.133875,3.0323157,9.871081,0
9.463216,5.4082437,10.023708,0
9.792724,5.2775564,10.1406765,0
9.753454,5.2138176,10.043493,0
9.817596,5.2478595,10.105055,0
9.825948,5.311528,10.139686,0
9.32101,5.628829,9.2517805,0
9.821076,5.1999626,8.724718,0
9.750789,5.150326,8.784142,0
9.860871,5.1829734,8.730002,0
7.414435,4.1090136,9.289805,0
7.401075,4.095802,9.280422,0
7.412303,4.0685453,9.289403,0
7.3801427,4.056781,9.278489,0
7.379276,4.070589,9.275297,0
7.3779645,4.066781,9.277774,0
7.417926,4.093089,9.28161,0
11.016973,5.1462145,9.814854,2
11.12071,5.08327,9.816173,2
11.082784,5.0588517,9.7614,2
11.102866,5.1066623,9.786347,2
11.117192,5.071667,9.808232,2
11.160835,5.1134944,9.843425,2
10.930993,5.2432246,9.760338,2
10.950081,5.231853,9.763701,2
10.959532,5.2312236,9.763993,2
11.128273,5.047442,9.820947,2
9.119158,3.6000745,9.892917,0
7.209706,7.010939,9.107267,0
7.224154,6.972117,9.133001,0
7.194924,7.005925,9.1034975,0
7.206521,6.9882426,9.123723,0
7.2123356,6.987752,9.1165495,0
7.2187376,6.98423,9.126141,0
7.167402,7.034367,9.080668,0
7.250523,6.948327,9.161835,0
7.153059,7.048875,9.065494,0
11.25986,5.5852704,11.130058,2
11.25524,5.5869036,11.128553,2
11.241985,5.5994124,11.113789,2
11.26712,5.5840845,11.134686,2
11.275262,5.5856705,11.136909,2
11.266436,5.576555,11.136219,2
11.279205,5.5846434,11.141807,2
8.906661,6.441679,9.753438,0
8.939834,6.401416,9.693871,0
8.854601,6.4932203,9.701897,0
8.923393,6.4574175,9.758791,0
8.334193,3.9456496,9.7735815,0
8.279227,3.941491,9.745135,0
8.304533,3.9473195,9.769839,0
8.374164,3.960801,9.823657,0
8.911343,4.158623,8.686316,0
8.89238,4.1424193,8.674687,0
8.8095665,4.0687385,8.632746,0
8.82305,4.0885463,8.625915,0
8.820457,4.048525,8.609018,0
10.777781,1.5885841,8.670616,0
10.750311,1.5957785,8.675748,0
10.74824,1.5783937,8.690926,0
10.720325,1.605946,8.63157,0
10.748258,1.5570222,8.696828,0
10.839366,1.635099,8.671947,0
10.805533,1.5849816,8.694846,0
10.841692,1.5541798,8.732985,0
10.816573,1.5602965,8.7001095,0
10.794931,1.5526288,8.69141,0
10.798323,1.5578318,8.691678,0
10.752328,1.6604807,8.591643,0
10.756336,1.6504642,8.595314,0
10.740958,1.6598531,8.588862,0
10.773378,1.6358585,8.583586,0
10.844432,1.5079054,8.718991,0
8.824152,5.336586,10.603939,0
8.917352,5.315426,10.543879,0
8.799659,5.3387914,10.599561,0
8.740837,5.3282146,10.675388,0
8.900784,5.2979207,10.584161,0
8.7757435,5.298053,10.624364,0
9.448336,5.1151395,8.453309,0
9.580627,5.1911697,8.474083,0
9.683983,5.2844195,8.599566,0
9.603319,5.2748113,8.560763,0
10.607092,3.8902857,11.962411,2
10.522836,3.9749482,11.853982,2
10.52659,3.9660292,11.863264,2
10.527003,3.9697812,11.863019,2
10.538601,3.9590628,11.87677,2
10.61579,3.8812563,11.972016,2
10.602142,3.897375,11.958905,2
10.621101,3.874894,11.980485,2
10.639205,3.8595679,12.005256,2
10.636451,3.8644402,11.99656,2
10.65974,3.8385558,12.018362,2
11.066304,3.9092758,8.961652,0
10.97113,3.8349025,8.885134,0
10.999447,3.8527503,8.915643,0
7.904271,4.705529,8.6756525,0
7.895319,4.7035503,8.67021,0
7.9072475,4.728469,8.663055,0
7.877049,4.708901,8.670237,0
9.339172,5.657669,9.370472,0
9.544135,5.432963,9.1502495,0
9.726682,4.725898,9.95015,0
9.751784,3.856482,9.28293,0
9.674257,4.7799406,9.997678,0
9.8184595,3.9029834,9.292915,0
9.752148,3.8389156,9.268103,0
9.723667,4.7524858,9.95473,0
9.985553,3.8147566,8.675323,0
9.889564,3.806674,8.684757,0
9.991448,3.821265,8.667549,0
9.813867,3.8319519,8.612176,0
9.935453,4.573633,8.724072,0
9.906747,4.607556,8.723483,0
9.401802,5.592526,9.248449,0
9.425455,5.281351,8.647335,0
10.141851,4.8906803,9.19573,0
9.228921,5.4629655,8.963192,0
10.109808,4.908678,9.165093,0
10.106641,4.8785005,9.135335,0
9.386629,3.8476734,9.351742,0
9.355218,3.8397856,9.340663,0
9.360892,3.9634264,9.262433,0
9.478018,5.6809444,9.194151,0
9.381633,3.7991052,9.344004,0
9.354814,3.8221874,9.323331,0
9.690422,5.4441466,9.456508,0
9.554219,5.558397,9.4297085,0
9.523435,4.7002444,8.592622,0
9.532628,4.701238,8.571476,0
9.536763,5.276934,8.726737,0
9.48949,5.204074,8.7250805,0
9.888813,5.0311766,9.169971,0
9.04075,4.3381114,9.735094,0
9.470615,5.282621,8.900703,0
9.754848,5.090285,8.869583,0
9.476598,5.4586196,9.035259,0
9.71697,4.3606477,9.056945,0
9.769239,4.3562584,9.120357,0
9.444621,5.3774557,9.208683,0
9.789185,4.787729,8.896343,0
9.729894,4.8732896,8.987798,0
9.671589,5.0742393,9.399662,0
9.612082,5.2596393,9.0413,0
9.667344,4.933567,8.97693,0
9.467524,5.2297273,9.18566,0
6.2856746,5.7510605,9.242279,0
6.239693,5.741557,9.20319,0
8.592871,7.7852716,12.98919,2
8.5913925,7.7860303,13.000489,2
8.587404,7.79099,12.996042,2
8.590851,7.7867546,12.998532,2
8.58805,7.7879133,12.996758,2
8.616089,7.7602754,13.022952,2
8.569297,7.809336,12.966596,2
8.53306,7.844695,12.930586,2
8.584936,7.7937984,12.9872465,2
8.496237,7.88505,12.889291,2
8.673556,4.9040203,10.354688,0
8.606169,4.991828,10.319725,0
8.562704,4.848129,10.437677,0
8.62513,4.8758736,10.369414,0
8.703662,4.8959374,10.277972,0
8.67037,4.9194503,10.42834,0
8.639782,4.9193735,10.389626,0
8.616883,4.8762302,10.386994,0
8.658477,4.883116,10.381378,0
9.476772,4.219612,9.048306,0
9.466331,4.122915,9.017397,0
9.701038,4.8800592,9.022187,0
9.783634,4.899454,8.962143,0
8.591675,4.104526,9.206346,0
8.588705,4.07157,9.19115,0
8.608223,4.0603104,9.186097,0
8.604757,4.070866,9.125006,0
8.608681,4.018397,9.073905,0
11.024652,6.797931,9.224481,0
11.049978,6.820271,9.218633,0
11.074677,6.8448534,9.214469,0
11.050038,6.8166347,9.223817,0
11.253115,7.0781,9.142106,0
11.26955,7.117287,9.1498995,0
11.272776,7.0982814,9.128542,0
11.211018,7.0320272,9.1696205,0
11.256024,7.0791583,9.1449375,0
11.254723,7.0803876,9.143653,0
11.254113,7.081247,9.141221,0
10.968479,6.78586,9.237361,0
11.069311,6.8566117,9.20808,0
11.074007,6.853506,9.211527,0
12.517154,6.6698813,9.17673,2
9.049496,6.885202,10.403063,0
12.501084,6.701753,9.192113,2
9.031345,6.862681,10.382988,0
9.124942,6.8529162,10.370019,0
12.468757,6.8173757,9.338282,2
9.113243,6.7740183,10.303889,0
9.074235,6.9426646,10.454358,0
12.502707,6.6920667,9.18713,2
12.496887,6.7846575,9.305945,2
12.492269,6.7098045,9.20383,2
12.498303,6.7919436,9.311499,2
9.062757,6.8829627,10.406255,0
9.130419,6.8890157,10.397618,0
9.348154,5.225703,9.330154,0
6.7495103,5.4973373,7.3268147,0
6.63854,5.5584474,7.2156105,0
6.666029,5.512852,7.241505,0
6.644324,5.539987,7.219533,0
6.587342,5.5404267,7.1594944,0
6.6011686,5.5626163,7.1717787,0
6.7727337,5.4915833,7.3420644,0
6.763506,5.469434,7.345441,0
6.8274217,5.418365,7.4151454,0
6.768,5.465735,7.349652,0
6.7681565,5.4642186,7.351339,0
6.762081,5.4753647,7.344703,0
6.632442,5.5439277,7.2056885,0
6.868805,5.3727098,7.459106,0
6.8021574,5.4944105,7.3790517,0
6.627966,5.557488,7.203841,0
6.619958,5.5479326,7.19309,0
6.768929,5.4653106,7.3533516,0
9.750433,3.0022087,10.23785,0
9.753891,2.9914975,10.242202,0
9.787219,2.9248786,10.270535,0
9.784852,2.9269807,10.267587,0
9.757819,2.947607,10.289763,0
9.821155,2.8869505,10.230529,0
9.732622,4.8040614,9.432256,0
9.77933,4.793687,9.4545765,0
9.619244,4.881567,9.338212,0
9.5546665,4.8272424,8.947398,0
9.868503,5.3185215,7.8273807,0
9.891792,5.301766,7.8299894,0
9.884936,5.307779,7.844461,0
9.4866085,4.714498,9.127234,0
9.926831,5.266206,7.841313,0
9.383863,4.600692,9.063912,0
9.282406,4.942604,8.590111,0
9.475726,5.017786,9.525417,0
9.622477,4.9256034,9.591664,0
9.665686,4.9604254,9.566975,0
9.697197,5.255786,9.242505,0
9.748181,5.2137103,9.261614,0
9.70368,5.13496,8.973018,0
9.456704,5.388173,9.456745,0
9.436095,4.6175456,9.659586,0
9.551327,4.603372,9.705404,0
9.518566,5.111345,9.236622,0
9.603311,4.936298,9.186719,0
9.559674,4.9333496,9.275012,0
9.520284,4.900324,9.248397,0
9.405712,4.355486,9.754492,0
9.417862,4.444904,9.704941,0
9.485954,4.2787147,9.894971,0
9.447491,4.2971473,9.893337,0
9.403775,4.787909,9.476252,0
9.662016,5.41436,9.356162,0
9.35915,5.181863,8.53817,0
10.711191,3.9328966,6.9714704,0
10.720125,3.934929,6.9543896,0
10.603011,3.828209,7.073443,0
10.719906,3.9326372,6.9510007,0
10.677315,3.9167857,6.9934907,0
10.675211,3.8879795,6.9976454,0
10.752456,3.9669044,6.922173,0
10.737296,3.9530678,6.9358425,0
10.721965,3.9416213,6.951814,0
10.665731,3.9064655,7.002854,0
10.6707,3.8533208,7.023093,0
10.743132,3.9458935,6.9490075,0
10.745246,3.9529405,6.925087,0
10.743122,3.960197,6.9272428,0
9.964145,5.495745,10.424949,2
9.87356,5.5824385,10.43598,2
9.978225,5.500885,10.43518,2
7.4311256,5.6984506,10.5292845,0
7.4461007,5.691753,10.522178,0
7.4443483,5.6917315,10.523054,0
7.4147735,5.7191434,10.544168,0
7.530887,5.645487,10.461196,0
7.502977,5.658705,10.481561,0
8.009869,4.0599947,9.394058,0
8.011735,4.068902,9.385976,0
8.028715,4.0207667,9.349327,0
8.009418,4.053585,9.385135,0
8.028006,4.0925093,9.369638,0
7.9807262,4.0255485,9.408033,0
8.024585,4.0763984,9.401429,0
9.436352,5.8237877,8.650467,0
9.435235,4.5271964,9.43503,0
9.100231,4.7249174,9.745549,0
9.374603,4.3850346,9.41893,0
9.067524,4.389037,9.764741,0
10.221904,6.4821157,10.1440935,2
10.227407,6.4874597,10.218075,2
10.270502,6.536515,10.1902,2
10.248347,6.516626,10.165864,2
10.286658,6.55507,10.16988,2
10.282147,6.551694,10.197691,2
10.241642,6.5113583,10.165313,2
10.265693,6.526099,10.112214,2
8.134493,4.6391745,9.302865,0
8.090517,4.6196203,9.270287,0
8.106335,4.6423984,9.292435,0
9.089801,5.159973,8.592561,0
9.123174,5.042594,8.7865925,0
8.710716,4.3289914,9.230485,0
8.679927,4.4107738,9.269252,0
8.663092,4.387023,9.281498,0
8.629268,4.379751,9.251071,0
1.2483726,2.9888177,8.591409,1
1.2758728,3.0135424,8.615637,1
1.2488159,3.007456,8.608946,1
1.3201959,2.9428895,8.545046,1
1.2792511,2.9871883,8.589173,1
1.2871006,2.9781537,8.580518,1
1.2864311,2.9854798,8.5873,1
1.2659098,2.9779725,8.57986,1
1.2606974,3.0426178,8.644101,1
1.2391971,2.9921298,8.594909,1
1.2580916,3.0151403,8.617172,1
1.27345,2.9855177,8.58781,1
1.2382193,3.0329568,8.63505,1
1.266089,3.004053,8.605919,1
11.178612,4.935986,9.196783,0
11.188572,4.934462,8.962224,0
11.151368,4.9304295,9.154743,0
10.990272,4.8665767,8.99126,0
11.200275,4.926824,8.977034,0
11.213459,4.9157004,8.934191,0
11.1216955,4.8935246,9.002713,0
11.222947,4.91696,8.9370575,0
11.164593,4.9570885,9.1806135,0
11.243921,4.987104,9.037455,0
10.990346,4.874947,9.019135,0
11.227159,4.9139767,8.939257,0
8.921683,4.6063004,9.019827,0
8.890967,4.5072784,9.031563,0
9.417717,4.923106,9.485142,0
9.153729,4.722849,9.509648,0
9.827197,4.209708,10.150647,0
9.833572,4.1957836,10.181134,0
9.848471,4.263537,10.105617,0
9.778928,6.527093,10.669015,2
9.78372,6.543337,10.710806,2
9.812068,6.5714493,10.705036,2
9.793545,6.5517173,10.685193,2
9.805813,6.571593,10.717946,2
8.582578,4.833337,9.684452,0
8.504006,4.7663713,9.704793,0
8.840413,4.562232,9.684803,0
9.054659,4.239932,9.488052,0
10.239963,6.0591397,8.306111,0
10.248589,6.009933,8.357808,0
8.868252,6.2207894,8.87879,0
8.871353,6.2405467,8.840256,0
10.061451,5.924345,8.223529,0
9.997977,5.8635845,8.245931,0
9.290528,5.199538,8.888128,0
9.045435,4.2738385,9.533798,0
9.310142,4.8498206,9.629532,0
